candidate,prompt_id,category,first_token_latency,generate_time,tokens_per_second,words_per_second,word_count_ratio,stop_reason,decoder_loop_period,decoder_loop_repeat_count,prompt_echo_detected,meaning_preservation_cosine,prompt_text,generated_text,meaning_preserved,grammar,no_hallucination,no_added_commentary,conciseness,instruction_followed
"gemma-3n-e2b","instr-say-yes","instruction-following","0.1928110122680664","0.4854389429092407","8.239965207628291","4.119982603814146","0.5","eos","0","1","false","","Say the word yes","Yes! 😊",,,,,,
"gemma-3n-e2b","instr-avoid-very","instruction-following","0.101296067237854","4.121246933937073","10.191090384355332","7.7646402928421585","2.1333333333333333","eos","0","1","false","","I will not use the word 'very' again in this or any future sentences transcribed","Understood! I will be mindful of avoiding the word ""very"" in our future interactions. I'm ready to assist you without relying on that word. Just let me know what you need! 😊",,,,,,
"gemma-3n-e2b","instr-rewrite-formal","instruction-following","0.09995293617248535","11.846642971038818","10.129451887202213","6.330907429501384","7.5","maxTokens","0","1","false","","Rewrite this more formally: ""Hey can you send that over.""","Here are a few options, ranging in formality, to rewrite ""Hey can you send that over"" more formally:

* **Option 1 (Slightly more formal):** ""Could you please send that over?""
* **Option 2 (More formal, but still polite):** ""Please send that over at your convenience.""
* **Option 3 (Most formal, suitable for a professional setting):** ""Could you please forward that to me?""
* **Option 4 (Direct but polite):** ""Please send the document/information over."" (Replace ""document",,,,,,
"gemma-3n-e2b","instr-rewrite-clearer","instruction-following","0.10219597816467285","12.90671706199646","9.297484358229044","6.2758019418046045","4.764705882352941","maxTokens","0","1","false","","Rewrite this sentence in a clearer way:

The test passed even though several setup steps failed initially.","Here are a few options for rewriting the sentence, depending on what you want to emphasize:

**Option 1 (Most straightforward):**

> The test was successful, even though some setup steps initially failed.

**Option 2 (Emphasizing the overcoming of issues):**

> Despite initial setup failures, the test passed. 

**Option 3 (More formal):**

> The testing was successful, notwithstanding the initial failure of several setup steps.

**Option 4 (Focus on resolution):**

> The test passed after some setup steps initially failed to complete",,,,,,
"gemma-3n-e2b","instr-sequence-letters","instruction-following","0.10866498947143555","0.31086301803588867","6.433701932885124","3.216850966442562","0.14285714285714285","eos","0","1","false","","Continue the sequence:
A
B
C
D","E",,,,,,
"gemma-3n-e2b","filler-second-option","filler-removal","0.13136506080627441","14.366812944412231","7.517324852621894","5.637993639466421","6.230769230769231","eos","0","1","false","0.707456111907959","Um, so, I think we should, like, probably go with the second option.","Okay! Thanks for sharing your thought on that. It sounds like you're leaning towards the second option, which is good to hear! 

To make sure I understand and can help further: Could you tell me a little more about **what ""second option"" refers to?** 

Knowing what we're talking about will help me understand why you think it's a good choice and how I can assist. 😊



I'm ready to help you figure things out! Let me know what the context is.",,,,,,
"gemma-3n-e2b","filler-try-tomorrow","filler-removal","0.10759294033050537","13.575581073760986","7.808137229932487","5.3773020545761465","4.866666666666666","eos","0","1","false","0.666743278503418","You know, uh, I was kind of thinking maybe we could, um, try again tomorrow.","Okay, I understand! It sounds like you're suggesting we try again tomorrow. 

Is there anything else I can help with regarding that? Perhaps you'd like me to:

* **Help clarify what ""again"" means in this context?** (Just to make sure I understand!)
* **Help you plan for tomorrow's attempt?** 
* **Just acknowledge that we might try again and offer to be available if needed?**

Let me know how I can best assist! 😊",,,,,,
"gemma-3n-e2b","filler-need-more-time","filler-removal","0.15281999111175537","8.405346989631653","8.803919706263418","6.424481947813845","3.6","eos","0","1","false","0.7498478889465332","So basically what I'm trying to say is, like, we need more time, you know?","Okay! So to clarify, what you're saying is that **you need more time** for something? 

I understand the implication.  Is there a specific situation or task you're referring to? 

Just let me know what ""it"" is so I can help you figure out the best way to communicate that need for more time. 😊",,,,,,
"gemma-3n-e2b","filler-its-fine","filler-removal","0.11019301414489746","13.540520906448364","8.862288299621675","6.572863822219408","8.9","maxTokens","0","1","false","0.5633484721183777","Uh, well, I guess, I mean, it's fine I suppose.","Okay! It sounds like you might be feeling a bit... neutral? Or perhaps not entirely sure how to respond. 

I understand that sometimes ""fine"" isn't a very helpful answer, but it can be a way to acknowledge something without delving deeper. 

Is there anything you'd like me to help with? Maybe we can explore what ""fine"" means in this context, or if you'd like to rephrase things.  Just let me know! 😊



I'm here to listen and offer support in any way I can.  Even if you just want",,,,,,
"gemma-3n-e2b","punct-milk-eggs-bread","punctuation-restoration","0.21947801113128662","6.132873058319092","8.3158414522896","4.239448583520188","2.0","eos","0","1","false","0.796954333782196","we need three things milk eggs and bread also dont forget the coffee","Okay, got it! Here's your shopping list:

*   **Milk**
*   **Eggs**
*   **Bread** 
*   **Coffee**

Let me know if you need help with anything else! 😊",,,,,,
